ticker,name,market_cap,sector,industry,website,employees,price,sma50,sma200,disparity_200,rsi14,rsi14_prev,rsi14_min_10,bb_upper,bb_lower,vol_ratio,tenkan,kijun,cloud_top,cloud_bot,c1_below_sma200,c4_bb_signal,c5_volume,c6a_tenkan_cross,c6b_below_cloud,c6c_cloud_breakout,c6d_inside_cloud,shares
MSTR,MicroStrategy,54473686101.0,Technology,Software - Application,https://www.strategy.com,1539.0,166.52,133.601,242.171,-31.239,71.951,63.157,42.603,154.554,111.749,2.672,147.145,144.775,147.185,132.762,True,False,True,True,False,True,False,327129991
GDDY,GoDaddy,11431114909.0,Technology,Software - Infrastructure,https://www.godaddy.com,5845.0,85.72,86.159,123.638,-30.668,54.118,51.359,38.622,85.493,78.525,1.158,82.222,83.34,100.335,87.152,True,False,False,False,True,False,False,133354117
BSX,Boston Scientific,95457030976.0,Healthcare,Medical Devices,https://www.bostonscientific.com,59000.0,64.23,69.943,92.158,-30.305,42.051,38.645,26.3,71.03,58.583,0.757,63.075,66.265,84.545,76.595,True,False,False,False,True,False,False,1486175167
PODD,Insulet Corporation,14111096453.0,Healthcare,Medical Devices,https://www.insulet.com,5400.0,203.73,228.266,287.582,-29.158,36.216,32.187,23.212,226.765,189.638,1.008,201.805,217.29,266.545,248.577,True,False,False,False,True,False,False,69263714
NKE,"Nike, Inc.",55212951904.0,Consumer Cyclical,Footwear & Accessories,https://www.nike.com,77800.0,46.03,54.919,64.79,-28.955,38.761,37.283,18.401,55.749,39.113,1.056,44.435,48.885,61.714,60.281,True,False,False,False,True,False,False,1199499281
FICO,Fair Isaac,25466185292.0,Technology,Software - Application,https://www.fico.com,3762.0,1073.52,1212.708,1504.182,-28.631,46.448,46.06,28.807,1139.118,960.161,0.769,1019.755,1072.35,1462.85,1320.345,True,False,False,False,True,False,False,23722134
SMCI,Supermicro,17149764549.0,Technology,Computer Hardware,https://www.supermicro.com,6238.0,28.56,28.523,38.87,-26.524,58.868,58.393,36.793,28.578,19.034,0.428,25.46,26.145,31.692,31.345,True,False,False,False,True,False,False,600481952
TYL,Tyler Technologies,14545062157.0,Technology,Software - Application,https://www.tylertech.com,7800.0,342.61,339.491,462.541,-25.929,52.887,51.11,33.963,352.67,317.546,0.66,330.645,337.035,374.05,345.05,True,False,False,False,True,False,False,42453700
CPB,Campbell's Company (The),6258094783.0,Consumer Defensive,Packaged Foods,https://www.thecampbellscompany.com,13700.0,20.99,23.659,27.992,-25.015,42.021,41.364,27.573,22.256,19.703,0.887,20.88,21.096,25.743,25.065,True,False,False,False,True,False,False,298146488
BR,Broadridge Financial Solutions,19020700648.0,Technology,Information Technology Services,https://www.broadridge.com,15000.0,162.92,172.403,217.059,-24.942,45.948,45.206,27.112,171.211,151.656,0.669,157.64,167.651,195.664,184.734,True,False,False,False,True,False,False,116748715
COIN,Coinbase,46020106890.0,Financial Services,Financial Data & Stock Exchanges,https://www.coinbase.com,4951.0,206.33,180.191,273.051,-24.435,64.275,61.21,40.42,205.895,153.861,1.413,189.59,187.255,201.215,184.542,True,False,False,True,False,True,False,223041278
ADBE,Adobe Inc.,98806690000.0,Technology,Software - Application,https://www.adobe.com,31360.0,244.45,254.053,320.538,-23.738,48.55,51.295,29.19,251.735,229.098,1.197,239.32,250.205,300.48,267.015,True,False,False,False,True,False,False,404200000
BLDR,Builders FirstSource,9515110422.0,Industrials,Building Products & Equipment,https://www.bldr.com,28000.0,88.5,95.792,115.388,-23.302,51.875,43.995,34.935,89.003,77.649,1.349,84.91,84.37,110.455,103.358,True,False,False,True,True,False,False,107515372
GEN,Gen Digital,12185955133.0,Technology,Software - Infrastructure,https://www.gendigital.com,3500.0,20.12,21.123,26.037,-22.724,52.622,49.454,27.981,20.83,17.608,0.894,19.07,19.68,24.356,22.521,True,False,False,False,True,False,False,605663774
VRSK,Verisk Analytics,23327265446.0,Industrials,Consulting Services,https://www.verisk.com,8000.0,178.07,189.66,230.016,-22.584,43.075,43.291,25.2,201.618,162.594,0.845,174.27,184.595,198.917,195.001,True,False,False,False,True,False,False,131000536
PTC,PTC Inc.,16628517250.0,Technology,Software - Application,https://www.ptc.com,7000.0,139.74,150.507,180.411,-22.543,42.253,39.112,26.942,150.11,132.108,0.719,139.445,146.36,161.85,159.123,True,False,False,False,True,False,False,118996116
ADP,Automatic Data Processing,80718115651.0,Technology,Software - Application,https://www.adp.com,67000.0,200.47,209.262,258.454,-22.435,45.4,45.289,27.606,211.051,191.637,0.757,197.35,201.23,233.739,218.934,True,False,False,False,True,False,False,402644364
FIS,Fidelity National Information Services,24948578868.0,Technology,Information Technology Services,https://www.fisglobal.com,44000.0,48.5,48.484,62.403,-22.28,52.581,53.089,29.57,50.279,44.104,0.77,46.29,47.685,56.777,50.127,True,False,False,False,True,False,False,514403688
APTV,Aptiv,12707485796.0,Consumer Cyclical,Auto Parts,https://www.aptiv.com,140000.0,59.62,71.255,76.555,-22.121,35.937,28.03,25.274,73.485,53.63,1.166,59.575,64.8,79.025,75.278,True,False,False,False,True,False,False,213141325
EPAM,EPAM Systems,6929084154.0,Technology,Information Technology Services,https://www.epam.com,62850.0,131.34,142.619,168.634,-22.116,44.542,36.565,26.994,141.583,122.617,1.124,129.765,132.05,174.05,153.462,True,False,False,False,True,False,False,52756846
ARES,Ares Management,26017909759.0,Financial Services,Asset Management,https://www.aresmgmt.com,3967.0,117.78,112.961,150.832,-21.913,59.596,58.036,37.093,117.615,97.63,1.004,110.11,108.147,137.121,114.659,True,False,False,False,False,False,True,220902613
CRM,Salesforce,149000308932.0,Technology,Software - Application,https://www.salesforce.com,83334.0,182.14,187.601,231.837,-21.436,48.533,47.623,28.042,195.899,166.587,1.225,175.75,183.934,221.287,193.05,True,False,False,False,True,False,False,818053744
ALNY,Alnylam Pharmaceuticals,41317286611.0,Healthcare,Biotechnology,https://www.alnylam.com,2500.0,309.66,323.366,393.621,-21.33,42.191,47.038,42.191,340.51,304.663,1.297,324.68,321.49,362.525,325.095,True,False,False,False,True,False,False,133427910
GIS,General Mills,18945683239.0,Consumer Defensive,Packaged Foods,https://www.generalmills.com,33000.0,35.5,40.388,44.977,-21.07,36.497,34.64,24.538,37.377,34.44,0.786,35.636,37.032,44.287,43.304,True,True,False,False,True,False,False,533681218
FDS,FactSet,8478616187.0,Financial Services,Financial Data & Stock Exchanges,https://www.factset.com,12840.0,232.73,211.029,292.272,-20.372,60.768,60.239,47.122,242.278,190.685,0.672,222.305,212.79,241.568,213.568,True,False,False,False,False,False,True,36431127
ARE,Alexandria Real Estate Equities,8419169998.0,Real Estate,REIT - Office,https://www.are.com,514.0,48.63,49.208,60.942,-20.202,57.071,54.932,30.962,49.082,41.947,0.752,45.455,45.922,52.523,51.386,True,False,False,False,True,False,False,173127082
PAYX,Paychex,32948429417.0,Technology,Software - Application,https://www.paychex.com,,91.96,92.975,115.129,-20.124,50.637,51.07,32.105,95.106,87.138,0.712,89.375,90.845,100.388,95.137,True,False,False,False,True,False,False,358290881
ABT,Abbott Laboratories,168224304068.0,Healthcare,Medical Devices,https://www.abbott.com,122000.0,96.81,107.352,121.16,-20.097,32.548,27.538,27.538,106.254,97.04,1.213,98.556,102.541,116.309,111.359,True,False,False,False,True,False,False,1737674869
LEN,Lennar,19972527690.0,Consumer Cyclical,Residential Construction,https://www.lennar.com,12532.0,92.79,101.002,115.464,-19.637,50.621,40.533,32.066,93.99,84.306,1.012,89.895,90.34,110.245,107.95,True,False,False,False,True,False,False,215244398
CPRT,Copart,32222665579.0,Industrials,Specialty Business Services,https://www.copart.com,13800.0,33.45,35.37,41.551,-19.496,45.352,43.106,36.867,33.609,32.526,2.218,33.24,34.105,37.8,37.24,True,False,False,False,True,False,False,963308388
EL,Estée Lauder Companies (The),18838141064.0,Consumer Defensive,Household & Personal Products,https://www.elcompanies.com,40470.0,76.2,89.466,94.17,-19.082,44.663,42.852,29.712,81.676,64.619,0.705,73.525,79.105,104.715,102.082,True,False,False,False,True,False,False,247219699
ROP,Roper Technologies,37104005243.0,Technology,Software - Application,https://www.ropertech.com,19400.0,362.44,348.808,447.874,-19.075,57.159,56.74,40.537,364.643,342.016,0.868,354.885,353.617,381.49,348.265,True,False,False,False,False,False,True,102372821
ACN,Accenture,121345096320.0,Technology,Information Technology Services,https://www.accenture.com,786000.0,197.65,203.643,243.851,-18.947,50.454,46.891,30.806,202.758,184.361,0.63,188.98,191.866,237.893,212.334,True,False,False,False,True,False,False,613939268
BRO,Brown & Brown,22994948415.0,Financial Services,Insurance Brokers,https://www.bbrown.com,22888.0,67.72,68.404,83.071,-18.479,51.114,55.073,41.426,68.908,63.567,0.68,66.73,66.93,73.482,70.613,True,False,False,False,True,False,False,339559191
ORCL,Oracle Corporation,503480612760.0,Technology,Software - Infrastructure,https://www.oracle.com,162000.0,175.06,151.119,214.053,-18.217,67.321,70.877,38.081,173.929,126.14,1.572,159.535,159.535,170.928,154.448,True,False,False,False,False,False,False,2876046000
ERIE,Erie Indemnity,11307545737.0,Financial Services,Insurance Brokers,https://www.erieinsurance.com,6667.0,244.81,256.878,297.924,-17.828,45.497,42.365,42.365,259.898,233.69,0.961,251.15,247.362,263.615,260.006,True,False,False,False,True,False,False,46189068
MKC,McCormick & Company,13799112786.0,Consumer Defensive,Packaged Foods,https://www.mccormickcorporation.com,14100.0,54.33,60.282,65.356,-16.871,48.186,43.928,32.959,55.573,48.805,0.624,52.18,53.735,66.015,65.845,True,False,False,False,True,False,False,253986983
DASH,DoorDash,75388805518.0,Consumer Cyclical,Internet Retail,https://www.doordash.com,31400.0,183.89,166.972,220.255,-16.51,66.854,64.153,40.714,179.251,138.053,1.0,168.075,165.87,196.5,181.124,True,False,False,True,False,False,True,409966858
TSCO,Tractor Supply,23675544193.0,Consumer Cyclical,Specialty Retail,https://www.tractorsupply.com,26000.0,45.01,48.861,53.683,-16.156,43.01,40.538,33.18,46.347,43.907,1.438,44.615,46.34,52.575,51.745,True,False,False,False,True,False,False,526006314
PYPL,PayPal,45712434467.0,Financial Services,Credit Services,https://www.paypal.com,23800.0,50.81,44.725,60.253,-15.672,68.932,66.131,48.116,49.98,42.051,1.2,47.88,47.265,49.154,44.779,True,False,False,False,False,False,False,899673971
HOOD,Robinhood Markets,71697459850.0,Financial Services,Capital Markets,https://robinhood.com,2900.0,90.75,75.535,107.351,-15.464,69.695,66.353,42.83,87.003,59.106,1.53,79.97,78.417,96.785,79.142,True,False,True,False,False,False,True,790054654
AJG,Arthur J. Gallagher & Co.,56928963420.0,Financial Services,Insurance Brokers,https://www.ajg.com,72000.0,221.61,217.213,261.943,-15.398,53.619,56.859,45.387,225.583,209.027,0.869,215.95,214.45,230.231,222.014,True,False,False,True,True,False,False,256888062
CAG,Conagra Brands,7109576138.0,Consumer Defensive,Packaged Foods,https://www.conagrabrands.com,18300.0,14.86,17.114,17.559,-15.372,38.805,36.206,24.918,16.238,14.265,0.762,14.99,15.55,18.385,17.986,True,True,False,False,True,False,False,478437156
KKR,KKR & Co.,92364672618.0,Financial Services,Asset Management,https://www.kkr.com,5043.0,103.6,94.535,122.155,-15.19,65.761,63.726,45.507,103.374,83.871,0.943,98.28,94.77,110.775,94.658,True,False,False,False,False,False,True,891550894
MOS,Mosaic Company (The),7809492043.0,Basic Materials,Agricultural Inputs,https://www.mosaicco.com,13249.0,24.57,26.976,28.92,-15.04,43.568,44.321,38.114,27.055,23.276,1.107,25.35,27.655,27.752,27.335,True,False,False,False,True,False,False,317846644
ADSK,Autodesk,51066220000.0,Technology,Software - Application,https://www.autodesk.com,14300.0,242.02,239.689,283.501,-14.632,52.685,53.601,32.592,250.82,221.988,1.182,232.05,236.745,259.055,244.452,True,False,False,False,True,False,False,211000000
CTSH,Cognizant,29316536196.0,Technology,Information Technology Services,https://www.cognizant.com,351600.0,61.3,63.494,71.644,-14.438,48.148,44.849,32.72,62.96,58.588,0.962,60.085,60.245,73.315,67.262,True,False,False,False,True,False,False,478246920
HUM,Humana,24627972335.0,Healthcare,Healthcare Plans,https://www.humana.com,67060.0,205.14,181.192,238.934,-14.144,68.014,65.087,56.004,210.668,158.025,1.019,197.775,183.908,226.46,181.115,True,False,False,False,False,False,True,120054462
POOL,Pool Corporation,8353786930.0,Industrials,Industrial Distribution,https://www.poolcorp.com,6000.0,227.62,220.488,264.429,-13.92,66.232,64.627,39.006,227.678,189.904,1.228,217.895,215.31,239.735,227.218,True,False,False,True,False,False,True,36700584
HPQ,HP Inc.,18181257956.0,Technology,Computer Hardware,https://www.hp.com,55000.0,19.88,18.799,23.061,-13.794,59.638,58.226,42.679,19.938,18.138,0.802,19.085,19.075,20.109,18.721,True,False,False,True,False,False,True,914550199
FSLR,First Solar,20462922734.0,Technology,Solar,https://www.firstsolar.com,7900.0,190.44,205.15,220.582,-13.665,42.486,43.416,42.486,204.265,184.69,1.661,199.82,196.995,233.8,207.163,True,False,False,False,True,False,False,107450760
ZBRA,Zebra Technologies,11337646193.0,Technology,Communication Equipment,https://www.zebra.com,10700.0,234.43,225.56,271.103,-13.527,65.677,64.68,47.464,236.515,192.571,1.426,224.925,219.94,255.16,238.435,True,False,False,False,True,False,False,48362608
LDOS,Leidos,19540333414.0,Technology,Information Technology Services,https://www.leidos.com,47000.0,155.17,168.318,178.981,-13.304,39.894,41.556,32.213,163.653,151.933,1.008,156.555,163.178,182.572,176.615,True,False,False,False,True,False,False,125928552
IP,International Paper,19659823014.0,Consumer Cyclical,Packaging & Containers,https://www.internationalpaper.com,62602.0,37.13,39.97,42.677,-12.999,50.593,44.793,35.167,37.648,34.104,0.86,36.125,36.11,43.387,41.891,True,False,False,True,True,False,False,529486211
PSKY,Paramount Skydance Corporation,12682029598.0,Communication Services,Entertainment,https://www.paramount.com,17600.0,11.74,10.448,13.473,-12.86,68.799,68.711,50.407,12.124,7.982,0.537,10.865,10.295,11.943,11.943,True,False,False,False,True,False,False,1080241022
MELI,Mercado Libre,94085351271.0,Consumer Cyclical,Internet Retail,https://www.mercadolibre.com,123670.0,1855.83,1799.377,2123.408,-12.601,59.726,56.452,47.207,1902.571,1555.909,0.827,1791.705,1742.355,1998.12,1820.832,True,False,False,False,False,False,True,50697182
QCOM,Qualcomm,145325400000.0,Technology,Semiconductors,https://www.qualcomm.com,52000.0,136.2,134.26,155.592,-12.463,61.176,57.659,29.913,135.232,123.345,0.739,129.48,129.48,157.578,139.882,True,False,False,False,True,False,False,1067000000
BX,Blackstone Inc.,95800689532.0,Financial Services,Asset Management,https://www.blackstone.com,5285.0,129.08,117.397,147.425,-12.443,66.256,65.32,46.601,130.188,101.585,0.809,121.885,117.44,134.166,116.557,True,False,False,False,False,False,True,742180737
BAX,Baxter International,9659084537.0,Healthcare,Medical Instruments & Supplies,https://www.baxter.com,37500.0,18.71,18.558,21.253,-11.966,62.495,57.485,41.248,18.377,15.616,1.14,17.785,17.46,19.699,19.222,True,False,False,False,True,False,False,516252514
HRL,Hormel Foods,11660522346.0,Consumer Defensive,Packaged Foods,https://www.hormelfoods.com,20000.0,21.19,22.898,24.067,-11.955,41.143,36.275,27.744,23.127,20.096,1.103,20.927,21.622,24.082,23.752,True,True,False,False,True,False,False,550284207
XYL,Xylem Inc.,29166490875.0,Industrials,Specialty Industrial Machinery,https://www.xylem.com,22000.0,121.11,125.523,136.624,-11.355,42.259,50.712,42.259,131.164,115.163,2.01,125.365,123.115,132.867,128.222,True,False,True,False,True,False,False,240826446
RMD,ResMed,33232156836.0,Healthcare,Medical Instruments & Supplies,https://www.resmed.com,10600.0,228.12,241.423,256.755,-11.153,45.247,39.134,36.501,232.394,220.006,1.156,228.63,228.595,257.274,253.072,True,False,False,True,True,False,False,145678401
PNR,Pentair,14718783024.0,Industrials,Specialty Industrial Machinery,https://www.pentair.com,9000.0,91.08,92.609,102.426,-11.077,54.327,46.124,38.41,91.962,83.488,1.327,88.835,87.828,98.374,94.965,True,False,False,True,True,False,False,161602800
ALLE,Allegion,12432516251.0,Industrials,Security & Protection Services,https://www.allegion.com/corp/en/index.html,13300.0,144.32,153.069,162.149,-10.996,46.254,40.066,30.382,148.592,139.398,1.004,143.415,143.625,163.964,159.011,True,False,False,False,True,False,False,86145484
PLTR,Palantir Technologies,335448403239.0,Technology,Software - Infrastructure,https://www.palantir.com,4429.0,146.39,143.449,164.231,-10.863,52.16,48.911,34.126,160.875,127.859,0.988,139.48,142.54,161.292,146.685,True,False,False,False,True,False,False,2291470751
EFX,Equifax,23670920623.0,Industrials,Consulting Services,https://www.equifax.com,15000.0,196.22,189.689,219.926,-10.779,62.373,56.723,41.875,193.609,168.402,0.761,185.405,181.675,196.813,193.894,True,False,False,True,False,False,True,120634597
BXP,"BXP, Inc.",9208420648.0,Real Estate,REIT - Office,https://www.bxp.com,826.0,58.05,55.399,65.06,-10.775,68.981,62.772,41.42,56.657,49.081,1.232,54.65,54.235,58.532,55.964,True,False,False,True,False,False,True,158629124
KMB,Kimberly-Clark,32807542711.0,Consumer Defensive,Household & Personal Products,https://www.kimberly-clark.com,36000.0,98.84,101.668,110.473,-10.53,51.122,48.344,30.49,100.351,94.611,0.783,96.225,97.06,104.444,102.771,True,False,False,False,True,False,False,331925766
DPZ,Domino's,12510777942.0,Consumer Cyclical,Restaurants,https://biz.dominos.com,6200.0,372.06,382.175,415.717,-10.502,48.648,46.364,44.324,381.679,350.829,0.769,372.025,374.895,397.472,397.074,True,False,False,False,True,False,False,33625700
UBER,Uber,157079933049.0,Technology,Software - Application,https://www.uber.com,34000.0,77.12,73.411,86.146,-10.478,60.521,59.031,41.505,77.11,68.315,1.172,74.27,73.845,78.63,74.972,True,False,False,True,False,False,True,2036824858
IQV,IQVIA,29621694180.0,Healthcare,Diagnostics & Research,https://www.iqvia.com,93000.0,176.46,171.291,196.853,-10.36,54.662,49.511,43.716,177.782,162.653,1.111,172.985,171.47,201.86,185.05,True,False,False,True,True,False,False,167866339
SWKS,Skyworks Solutions,8872447757.0,Technology,Semiconductors,https://www.skyworksinc.com,10000.0,58.99,57.16,65.766,-10.303,63.574,62.507,47.944,59.222,52.292,1.023,57.105,56.08,59.518,56.859,True,False,False,False,False,False,True,150405963
SPGI,S&P Global,130991696883.0,Financial Services,Financial Data & Stock Exchanges,https://www.spglobal.com,44500.0,442.57,426.17,492.788,-10.191,57.095,54.295,42.288,444.496,405.21,0.845,426.995,424.31,465.847,438.76,True,False,False,True,False,False,True,295979612
MSFT,Microsoft,3139481717042.0,Technology,Software - Infrastructure,https://www.microsoft.com,228000.0,422.79,392.102,470.445,-10.13,71.697,70.78,38.373,415.894,343.96,1.347,399.07,393.93,435.147,401.839,True,False,False,True,False,False,True,7425629076
GPC,Genuine Parts Company,15830704669.0,Consumer Cyclical,Auto Parts,https://www.genpt.com,65000.0,113.79,114.701,126.155,-9.801,61.116,55.919,39.38,113.735,98.484,0.925,109.665,105.955,129.167,121.24,True,False,False,False,True,False,False,139122108
PANW,Palo Alto Networks,136126350000.0,Technology,Software - Infrastructure,https://www.paloaltonetworks.com,17027.0,167.85,160.299,185.942,-9.73,54.715,53.964,44.201,173.786,149.285,0.798,165.275,161.385,167.88,156.718,True,False,False,False,False,False,True,811000000
LULU,Lululemon Athletica,18481541205.0,Consumer Cyclical,Apparel Retail,https://corporate.lululemon.com,39000.0,167.28,167.346,185.188,-9.67,55.775,50.928,40.354,170.673,146.602,0.952,160.33,156.68,189.975,176.15,True,False,False,False,True,False,False,110482671
CEG,Constellation Energy,107315304793.0,Utilities,Utilities - Independent Power Producers,https://www.constellationenergy.com,15291.0,296.21,296.9,327.239,-9.482,51.605,53.481,37.453,307.884,269.507,0.747,286.73,293.695,310.484,301.983,True,False,False,False,True,False,False,362294672
DXCM,Dexcom,24688153068.0,Healthcare,Medical Devices,https://www.dexcom.com,11000.0,63.98,67.508,70.629,-9.414,46.924,34.7,34.7,67.655,60.205,1.857,63.63,64.665,69.59,69.42,True,False,True,False,True,False,False,385872977
TRMB,Trimble Inc.,16081428171.0,Technology,Scientific & Technical Instruments,https://www.trimble.com,11500.0,69.29,66.651,76.387,-9.29,60.355,55.358,41.815,68.661,62.693,0.846,66.8,66.075,72.735,67.578,True,False,False,True,False,False,True,232088731
UHS,Universal Health Services,9810189109.0,Healthcare,Medical Care Facilities,https://uhs.com,78400.0,182.41,199.208,200.625,-9.079,43.714,37.499,34.388,189.424,176.095,0.879,183.435,186.39,212.527,203.87,True,False,False,False,True,False,False,53780983
PDD,PDD Holdings,148764752753.0,Consumer Cyclical,Internet Retail,https://www.pddholdings.com,,104.79,102.135,115.244,-9.071,57.75,55.427,45.375,105.235,96.278,1.347,103.34,101.8,112.035,103.108,True,False,False,False,False,False,True,1419646462
TTWO,Take-Two Interactive,39264603690.0,Communication Services,Electronic Gaming & Multimedia,https://www.take2games.com,12928.0,212.04,203.199,232.841,-8.934,59.783,62.475,42.527,213.403,186.377,0.975,206.32,203.165,224.345,209.597,True,False,False,True,False,False,True,185175456
TMUS,T-Mobile US,217805207618.0,Communication Services,Telecom Services,https://www.t-mobile.com,75000.0,197.67,208.959,216.921,-8.875,42.36,41.415,27.071,217.623,187.309,0.813,195.555,203.035,211.306,202.083,True,True,False,False,True,False,False,1101862739
VLTO,Veralto,22341514345.0,Industrials,Pollution & Treatment Controls,https://www.veralto.com,16500.0,90.98,91.284,99.745,-8.788,52.714,51.014,44.87,92.831,84.801,0.961,90.452,88.808,95.763,94.303,True,False,False,False,True,False,False,245565117
VST,Vistra Corp.,55339267270.0,Utilities,Utilities - Independent Power Producers,https://vistracorp.com,6390.0,163.46,160.573,179.131,-8.748,55.911,58.562,44.394,165.4,144.107,0.974,159.385,157.552,161.812,160.326,True,False,False,False,False,True,False,338549292
DDOG,Datadog,41589278716.0,Technology,Software - Application,https://www.datadoghq.com,8100.0,126.61,119.429,138.605,-8.654,58.326,55.467,33.381,130.738,106.014,0.834,114.772,117.198,121.955,116.505,True,False,False,False,False,True,False,328483364
CTAS,Cintas,71683609111.0,Industrials,Specialty Business Services,https://www.cintas.com,48300.0,179.17,187.714,195.796,-8.491,49.85,46.56,32.791,182.353,166.135,0.637,174.845,182.84,198.806,195.9,True,False,False,False,True,False,False,400087119
J,Jacobs Solutions,15142404707.0,Industrials,Engineering & Construction,https://www.jacobs.com,43000.0,128.93,132.824,140.807,-8.435,50.331,44.748,36.927,131.371,123.629,0.831,126.485,126.595,139.194,137.407,True,False,False,False,True,False,False,117446713
EXE,Expand Energy,23034961273.0,Energy,Oil & Gas E&P,https://www.expandenergy.com,1600.0,95.82,104.932,104.642,-8.43,32.817,35.298,30.056,116.175,91.938,1.189,99.825,104.875,106.04,105.713,True,False,False,False,True,False,False,240398260
ZTS,Zoetis,51462894569.0,Healthcare,Drug Manufacturers - Specialty & Generic,https://www.zoetis.com,14500.0,122.38,121.925,133.528,-8.349,56.629,49.157,44.228,122.355,113.577,1.729,119.635,118.13,125.385,125.338,True,False,True,False,True,False,False,420517197
APP,AppLovin,146533804000.0,Communication Services,Advertising Agencies,https://www.applovin.com,876.0,477.2,429.497,520.021,-8.234,61.4,59.335,39.158,480.99,352.446,0.896,426.115,426.115,546.885,451.455,True,False,False,False,False,False,True,307070000
CMG,Chipotle Mexican Grill,46665816090.0,Consumer Cyclical,Restaurants,https://www.chipotle.com,130301.0,35.83,35.146,39.021,-8.177,61.458,57.08,45.241,36.029,30.804,1.199,34.625,33.625,37.505,36.273,True,False,False,False,True,False,False,1302423000
NFLX,Netflix,409752804760.0,Communication Services,Entertainment,https://www.netflix.com,16000.0,97.31,91.954,105.878,-8.092,48.563,79.094,48.563,108.641,87.652,2.916,102.025,99.82,91.493,87.6,True,False,True,False,False,False,False,4210798528
CDW,CDW Corporation,17143459063.0,Technology,Information Technology Services,https://www.cdw.com,14800.0,133.96,124.772,145.731,-8.077,69.14,68.268,54.887,134.128,114.957,0.653,128.99,124.07,130.368,126.256,True,False,False,False,False,False,False,127974463
KHC,Kraft Heinz,26598744555.0,Consumer Defensive,Packaged Foods,https://www.kraftheinzcompany.com,35000.0,22.47,23.153,24.411,-7.953,47.786,49.054,42.167,23.659,21.014,0.855,22.695,22.328,23.832,23.203,True,False,False,True,True,False,False,1183744751
IDXX,Idexx Laboratories,46800909606.0,Healthcare,Diagnostics & Research,https://www.idexx.com,11000.0,589.25,603.084,639.646,-7.879,51.806,43.441,39.076,592.773,554.861,0.981,582.065,577.165,655.75,624.4,True,False,False,True,True,False,False,79424539
CRWD,CrowdStrike,107519693456.0,Technology,Software - Infrastructure,https://www.crowdstrike.com,10698.0,423.95,405.343,459.638,-7.764,55.742,54.049,41.317,431.009,369.226,0.716,407.185,406.224,414.96,401.503,True,False,False,False,False,False,False,253614090
GPN,Global Payments,19919336851.0,Industrials,Specialty Business Services,https://www.globalpayments.com/en-ap,26000.0,72.37,71.565,78.375,-7.662,58.748,55.326,33.087,73.154,62.289,1.303,67.73,67.99,74.865,74.5,True,False,False,False,True,False,False,275243013
LII,Lennox International,16960139962.0,Industrials,Building Products & Equipment,https://www.lennox.com,5400.0,487.11,507.132,527.347,-7.63,50.143,47.458,36.422,519.949,426.356,0.947,484.655,478.61,532.377,522.216,True,False,False,False,True,False,False,34817885
SJM,J.M. Smucker Company (The),10184914464.0,Consumer Defensive,Packaged Foods,https://www.jmsmucker.com,8000.0,95.5,103.19,103.385,-7.626,45.04,39.322,19.673,99.218,90.195,1.423,92.32,98.345,111.702,106.318,True,False,False,False,True,False,False,106648319
OTIS,Otis Worldwide,31653532545.0,Industrials,Specialty Industrial Machinery,https://www.otis.com,72000.0,81.43,84.845,88.065,-7.534,50.698,47.883,35.468,82.646,75.44,1.074,80.025,79.907,88.993,88.901,True,False,False,True,True,False,False,388720773
CLX,Clorox,12644962633.0,Consumer Defensive,Household & Personal Products,https://www.thecloroxcompany.com,7600.0,104.58,113.051,113.085,-7.521,45.809,40.491,38.919,107.197,100.775,1.273,105.23,106.64,118.865,112.473,True,False,False,False,True,False,False,120911863
MDT,Medtronic,110658045047.0,Healthcare,Medical Devices,https://www.medtronic.com,95000.0,86.19,91.375,93.158,-7.48,41.168,38.316,37.152,88.514,85.055,1.264,87.075,87.18,95.962,94.293,True,False,False,False,True,False,False,1283884964
SHOP,Shopify,160385116935.0,Technology,Software - Application,https://www.shopify.com,7600.0,131.15,120.788,141.445,-7.278,61.127,57.45,39.145,128.58,107.833,1.031,121.134,121.134,137.995,123.107,True,False,False,False,False,False,True,1222913587
JKHY,Jack Henry & Associates,11118104714.0,Technology,Information Technology Services,https://www.jackhenry.com,7200.0,154.06,161.237,166.09,-7.243,42.706,42.847,28.287,164.13,148.115,0.93,154.05,158.815,173.156,166.753,True,False,False,False,True,False,False,72167368
URI,United Rentals,50066939687.0,Industrials,Rental & Leasing Services,https://www.unitedrentals.com,28500.0,796.15,797.945,858.186,-7.229,59.519,54.182,40.167,794.563,703.258,1.177,766.245,755.075,857.314,826.192,True,False,False,True,True,False,False,62886315
IBM,IBM,237858547480.0,Technology,Information Technology Services,https://www.ibm.com,264300.0,253.47,250.507,273.13,-7.198,56.711,54.81,35.442,253.039,231.96,1.194,243.08,244.395,269.403,256.521,True,False,False,False,True,False,False,938409072
STE,Steris,22144359895.0,Healthcare,Medical Devices,https://www.steris.com,17787.0,225.79,231.545,243.054,-7.103,51.496,41.366,38.018,226.178,217.384,0.868,222.77,218.905,242.948,239.19,True,False,False,False,True,False,False,98075025
NVR,"NVR, Inc.",19449388869.0,Consumer Cyclical,Residential Construction,https://www.nvrinc.com,6300.0,7000.92,7024.705,7525.773,-6.974,58.621,47.37,38.449,6955.438,6340.44,1.397,6761.5,6679.455,7405.17,7247.235,True,False,False,False,True,False,False,2778119
